5.776534280298559310e+00,-2.334988783742234730e+01
7.361577435286676518e+00,4.991692672368387207e+00
2.249642616386164562e+01,8.303194601379180639e+00
-2.731123557215752484e+01,-6.034968929022767270e+00
2.359781456504968844e+01,4.176338360031069286e+00
-1.240612309395440960e+01,-2.381923035709354508e+01
2.003852792408815020e+01,3.039063293465795290e+00
2.776976583984505353e+01,-2.278731022583179566e+01
-1.667508401594399725e+00,2.079914916814890802e+01
1.234192900949632588e+01,4.467848671543957551e+01
1.831164296400364577e+01,6.988955181453916587e+00
-3.729040836353895827e+01,-5.271414284444254150e+01
4.398426718339317532e+00,-1.165665993830613534e+00
3.798167287709460993e+01,-1.882069934448618032e+00
1.879865995223435959e+01,4.013426671239853860e+00
2.393265284226603740e+01,2.722133096521919526e+01
1.369912361803190981e+00,-1.079896399886091274e+01
-1.931925515585374242e+01,1.365392436389884345e+01
1.664285952525172974e+01,5.227543113669358199e+00
1.477624958153556278e+01,-2.122259570415889485e+01
2.344377653936608041e+01,3.836921182776453065e+01
2.042791601356373121e+01,-3.488295867177776177e+00
2.518683025445862711e+01,7.478711823385175705e+00
7.578636183673908455e+00,-3.399939136551925145e+00
8.756856017950109816e+00,2.503803601531996037e+01
4.645609696345220918e+00,8.517182569906472267e+00
-5.293420573388273453e+01,-8.601209375431159154e-01
1.682463238381280846e+01,1.706630618060738414e+01
1.730738533903202949e+02,2.586943364057161432e+01
5.625068238669624243e+00,-1.981797380731343949e+01
6.502009898338896754e+00,-3.162498827858949646e+00
1.528446439530527989e+01,-3.633377353769394347e+01
1.017174409663118695e+01,1.640887200658034573e+01
3.386482450173814840e+01,-2.493912550380392901e+01
1.461749757568109764e+01,8.523896524718905798e-01
1.179105789598729892e+01,4.030822541609686560e+00
5.790099377645091749e+01,-7.348252318469958766e+01
1.387572397860681228e+01,4.141155816307350790e+01
1.589221538724257421e+01,-2.092552095720362715e+01
4.294041138602209173e+01,3.751277751030335139e+01
-1.341239127553755672e+01,8.146883828453145293e-01
-8.853345409440850133e+00,1.118849867957868938e+01
-1.973205851880690531e+00,-2.280617000156811969e+01
3.407404247766784238e+02,-3.612144271409653129e+02
-1.865025539555404066e+01,-1.987916118396244869e+01
3.248030905821550185e+00,3.386519502789086200e+00
2.117609712251576681e+01,8.815177838143785749e+00
2.816334905495140717e+01,1.755003020960756999e+01
1.578097818745780678e+01,-2.195852635230397532e+00
2.617490848017565241e+01,1.919601506334754859e+01
-4.075198489072727170e+01,-3.463386922143079971e+01
1.153154902785062852e+01,-4.066054059620940819e+01
2.748943178733623682e+01,-1.809697070312257239e+01
-1.091008875351554330e+00,2.026201671154951001e+01
-1.765298529471139943e+01,-1.649921176291601554e+01
3.683886460500350957e+00,-2.277420396721594287e+01
3.508232346433525350e+01,-1.232740918159064281e-01
1.507074970158479843e+01,-8.148026510494217334e+00
8.715427790119413265e-01,3.158559064173104058e+00
7.358473871221452356e+00,-1.599102507628649583e+01
3.240689090970906960e+01,3.390309930347081746e+01
2.618028820764020637e+01,9.377869592510398533e+00
3.393393939176965546e+01,2.968528806129780317e+00
-3.281910577646476668e+01,-4.158186043452773362e+01
-1.600300750612271727e+01,1.964074937536242160e+01
2.543057700959032985e+01,3.475406891501492179e+00
2.267943400960484013e+01,-8.141147107160039198e+00
2.708919875993185755e+01,1.623018794776697860e+01
-3.600805160161057472e+01,-5.837238926323468036e+01
7.397574933611393533e+01,6.087795793930479249e+01
-2.090213551053150809e+01,1.192073317881045824e+01
2.029285988497290205e+01,5.594777246339129206e+00
-2.696069282136207335e+00,-1.940616846816415730e+01
1.564057959969305678e+01,-3.797465786699893187e+01
7.178676247607320704e+01,3.541563316321917565e+00
-1.482893171452630909e+01,5.119926790511404135e+01
-3.655094731977860611e+00,8.159657981445121777e+00
3.071208879628838773e+01,4.018969967662069109e+01
-1.907341650550977263e+01,-4.680162115043605908e+00
1.148936431086145227e+01,1.621409920575100116e+01
1.706450362342238236e+01,-9.599491888743372670e+00
3.098087140920073068e+01,-1.061375885798180363e+01
-5.012240383685193201e+00,-4.024710561393246167e+01
-1.234527908778982219e+00,-1.365615683614237241e+01
1.099698521631848669e+00,1.626763436207909530e+00
3.364657203800287277e+01,-7.964729958934904985e+00
4.349831670369420777e+01,-2.040587451113631801e+01
1.745134019989272289e+01,-5.920455887469327649e+01
1.414910502726592245e+00,5.289023441471965725e+01
2.035741581628976959e+01,-4.692256913432542476e+00
-1.003232543594384119e+01,-2.941506590155107048e+01
-1.837210335700362762e+01,8.342368157517810801e+01
4.085940635663916964e+01,-5.312530625303816478e+00
-2.225589732144384314e+01,2.750554982649289215e+01
4.660587180304919031e+01,1.846452934215395558e+01
4.664604043802203392e+00,1.008441863920229764e+01
1.117226942029491532e+01,1.312746051622846011e+01
1.221581757572219473e+01,1.464643808229998534e+01
-3.791748609932226088e+01,-1.620256281744606497e+01
-8.943154112919023646e+01,9.194651514199038900e+01
3.723286750306684212e+01,-3.035947783385117393e+00
1.237763785704751207e+01,-1.171932783646411513e+00
2.015858232470393308e+00,1.503443650190210334e+01
1.306621096951882599e+01,4.017245919153865863e+00
1.583718468848124949e+01,-1.829458371506401226e+00
3.432876906598291811e+01,2.471096157012292682e+00
-1.801054092354684855e+01,-1.017126277530504908e+01
-9.026671334732291996e+00,-9.804998950951734571e+00
-2.008106365572059904e+00,-4.639820698058775150e+01
1.203692774222800210e+01,3.783206159227624266e+00
1.644601655821874431e+01,-5.336325133561729928e+01
1.401863478764566118e+01,8.078993466582305416e+01
9.400783642962261766e+00,4.587918811927131912e+00
2.400718544536832155e+01,-1.339309212869999577e+01
1.249707875813987235e+00,1.664248542057935509e+01
2.025574264351011067e+01,4.718378087287240064e+00
3.461661798810086310e+01,5.994988426877100096e+00
1.507186880346446856e+01,-1.223127177903085672e+00
4.618241774236329888e+01,3.271903421499423104e+01
1.953775831231393667e+01,1.037468015447654679e+01
-1.125677894297488102e+01,9.405185024787423131e+00
-1.052491571709694185e+01,1.157911141450139958e+01
-5.927233546357372873e+00,1.690895453366692180e+01
1.429829189150542490e+01,-7.022474061447221416e+00
2.398221065355630088e+01,-2.032885994694350629e+01
5.495577913835550987e+01,-3.342398038287584683e+01
1.790228574843979681e+00,1.039347923850845135e+01
1.356446631596210572e+01,3.474541621889229326e+00
-3.491183264357993643e+00,5.060596048769806998e+01
-1.619821579257624222e+01,-2.030070617593589688e+01
-1.350237999994332050e+01,-7.345727481926526359e+00
1.401410065511239900e+01,4.785820225489273660e+00
1.449834568015408820e+01,-1.695373051278152943e+01
1.936394919148942151e+01,6.085753204148554829e+01
-4.799377995601467717e+00,-1.958689919018242520e+01
7.354681626005167061e+00,-3.587055130148478099e+01
-7.205182131754528996e+01,1.173370229220441985e+01
1.732232810408597956e+01,-2.970408013830294180e+01
4.249926570829361339e+01,-2.561293276869232827e+01
2.004004641687595623e+00,-1.327250810262701819e+01
-2.407810420643339100e+01,1.104498930424053427e+01
6.510927055312194511e+01,-2.375290777961702560e+01
2.571184373910770660e+01,-1.169481395996658080e+01
-4.520928057326916161e+01,-8.595096739201130376e+00
5.427674253190964748e+00,-8.158057693268370159e+00
1.134689116561050071e+01,2.142303440601039721e+00
4.251088333044249623e+01,-3.071575095473482264e+01
1.481144094721240867e+00,1.824440720187852705e+01
4.178135879811343045e+00,1.116252429992360007e+01
-1.452338577600641401e+01,-4.670120028067678675e+01
-2.041684313424319086e+01,9.003691887172394104e+00
1.463106872487472820e+01,2.995415777379297761e+00
9.315078118223375725e+00,-8.933512666601233221e+00
1.761602880754275802e+01,1.905284856853268494e+01
-8.296211721555296847e+00,-4.357614445422879790e+00
-6.171931395348541116e+01,-1.419433546286133563e+01
2.796194144143769122e+01,-6.926083013948779232e+00
-4.428372068142553530e+01,1.452561458892218127e+01
2.923700347750092376e+01,3.273069978473265529e+00
-8.359706410443992652e+00,-2.727613959371904429e+01
2.998665888749415842e+01,3.048418576403355118e+01
-4.960128377977581771e+00,-1.348964618352415989e+00
9.678262681883381902e+00,-1.498306750894735551e+01
1.246873391646307339e-01,1.257730812883048266e+01
-1.075352159561976251e+01,2.362806186309221701e+01
2.707292303564065605e+01,-2.628145753146826280e+01
6.469527320116882265e+02,-1.193514141757230391e+03
2.083761180162613691e+00,1.936991719516862887e+00
-3.900962479675411032e+01,-4.230774203447894166e+01
2.865369965488602233e+01,-1.298777301429776765e+00
-2.230573808947957559e+01,1.579797506833208942e+01
2.459635785920958639e+01,-4.567708584997883570e+00
-7.655568913483264737e+00,2.512458322786263665e+01
9.917173148634734758e+00,-8.795254364191984919e+00
1.774934947219862025e+01,-4.292454599190162590e+00
-2.035761500306574767e+00,-1.575077420318752885e+01
